,Unnamed: 0,po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,shipment_mode,sub_classification,vendor,brand,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,freight_cost_(usd),line_item_insurance_(usd),days_to_process
2054,2181,SO,DN,94,From RDC,N/A - From RDC,Air,HIV+,SCMS from RDC,Generic,100,90,0.9,0.01,0.0,other,No,3526.69,0.0,-223.5
9720,9926,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,10000,117500.0,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,6147.18,253.33,82.0
1415,1455,SO,DN,512,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,180,157,6022.52,38.36,0.11,other,Yes,2094.0,9.64,-223.5
209,209,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,100,6875,407198.31250000006,53.775000000000006,0.8,other,Yes,17636.265,619.2275,-223.5
4044,4250,SCMS,ASN,1046,Direct Drop,EXW,Air,Pediatric,other,Generic,60,7228,33248.8,4.6,0.08,"Aurobindo Unit III, India",Yes,3845.67,46.61,252.0
6594,6800,SO,DN,512,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,7.72,0.13,Mylan (formerly Matrix) Nashik,Yes,17636.265,571.15,92.0
9460,9666,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,4.7,0.16,other,No,3526.69,619.2275,194.0
2713,2919,SCMS,ASN,639,Direct Drop,DDU,Air,HIV+,other,other,100,27,3375.0,53.775000000000006,1.09875,other,Yes,0.0,5.57,118.0
7756,7962,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,3350,29346.0,8.76,0.15,Mylan (formerly Matrix) Nashik,No,3526.69,57.52,66.0
7861,8067,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,41900,370279.68,4.22,0.14,Mylan (formerly Matrix) Nashik,Yes,12601.07,610.96,155.0
121,121,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,3500,39025.0,11.15,0.19,"Aurobindo Unit III, India",Yes,6341.88,76.49,39.0
6483,6689,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,278264.36,5.38,0.09,"Cipla, Goa, India",Yes,16064.09,599.94,302.0
3152,3358,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,30,1630,13952.8,8.56,0.29,"Aurobindo Unit III, India",Yes,2483.49,27.35,211.0
1017,1018,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,Generic,30,400,1468.0,3.67,0.12,"Aurobindo Unit III, India",Yes,0.0,2.88,50.0
3333,3539,SCMS,ASN,98,Direct Drop,EXW,Air,HIV+,other,other,100,1560,124800.0,53.775000000000006,0.8,other,Yes,14189.02,154.38,94.0
5227,5433,SCMS,ASN,608,Direct Drop,EXW,Air,HIV+,other,other,20,4200,134400.0,32.0,1.09875,other,Yes,17636.265,263.42,55.0
6309,6515,SCMS,ASN,111,Direct Drop,EXW,Air,HIV+,other,other,25,8525,170500.0,20.0,0.8,other,Yes,17636.265,334.18,113.0
4717,4923,SCMS,ASN,429,Direct Drop,EXW,Air,Adult,other,Generic,30,1467,29340.0,20.0,0.67,"Aurobindo Unit III, India",Yes,4822.01,41.13,44.0
6437,6643,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,20000,150000.0,7.5,0.12,"Aurobindo Unit III, India",Yes,0.0,323.4,138.0
7569,7775,SO,DN,608,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,180,18597,39053.7,2.1,0.01,"Aurobindo Unit III, India",Yes,5496.08,48.31,256.0
6369,6575,SCMS,ASN,1161,Direct Drop,EXW,Air,Pediatric,other,Generic,60,800,3600.0,4.5,0.08,other,Yes,0.0,4.24,64.0
1284,1305,SO,DN,207,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,10000,81500.0,8.15,0.14,"Aurobindo Unit III, India",Yes,3787.32,130.4,-223.5
9161,9367,SO,DN,1046,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,180,4340,8246.0,1.9,0.01,"Cipla, Goa, India",No,3526.69,16.16,146.0
1856,1955,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,28896,273067.2,9.45,0.16,"Aurobindo Unit III, India",No,3526.69,436.91,-223.5
4341,4547,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,other,180,120,1897.36,15.81,0.07,other,No,0.0,4.09,42.0
7833,8039,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,27304,118499.36,4.34,0.14,Mylan (formerly Matrix) Nashik,Yes,17636.265,255.48,39.0
9555,9761,SO,DN,650,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,323,3627.29,11.23,0.19,"Aurobindo Unit III, India",Yes,42.35,3.73,262.0
133,133,SCMS,ASN,535,Direct Drop,CIP,Air,Adult,other,other,180,260,11096.8,42.68,0.24,other,Yes,0.0,315.4,-223.5
7493,7699,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,20000,196200.0,9.81,0.16,"Strides, Bangalore, India.",No,3526.69,275.07,263.0
9717,9923,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,40750,407198.31250000006,11.22,0.19,"Aurobindo Unit III, India",Yes,6147.18,619.2275,188.0
9752,9958,SO,DN,52,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,16000,136800.0,8.55,0.14,"Aurobindo Unit III, India",No,3526.69,225.72,44.0
4187,4393,SCMS,ASN,650,Direct Drop,EXW,Air,HIV+,other,other,20,8000,256000.0,32.0,1.09875,other,Yes,14581.51,301.31,230.0
211,211,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,1100,12540.0,11.4,0.19,"Aurobindo Unit III, India",Yes,2568.6,24.58,-189.0
7750,7956,SO,DN,1046,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,100,2352,11760.0,5.0,0.05,"Aurobindo Unit III, India",Yes,1211.48,23.05,131.0
7988,8194,SO,DN,1046,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,other,120,17500,407198.31250000006,30.82,0.26,other,Yes,17636.265,619.2275,136.0
297,297,SCMS,ASN,688,Direct Drop,FCA,Air,Pediatric,other,other,180,200,16440.0,53.775000000000006,0.27,other,Yes,2326.1,26.3,-223.5
2241,2398,SO,DN,608,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,180,180,0.0,0.0,0.0,other,Yes,2765.64,0.0,-186.0
4847,5053,SCMS,ASN,688,Direct Drop,FCA,Air,Adult,other,other,180,18,3717.18,53.775000000000006,0.61,other,Yes,3785.84,8.01,148.0
1432,1472,SO,DN,650,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,90,2324,37184.0,16.0,0.18,"Aurobindo Unit III, India",No,3526.69,59.49,-223.5
7285,7491,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,11.35,0.19,"Aurobindo Unit III, India",Yes,11637.64,619.2275,127.0
2055,2182,SO,DN,94,From RDC,N/A - From RDC,Air,HIV+,SCMS from RDC,other,20,763,24416.0,32.0,1.09875,other,Yes,6148.1,39.07,-223.5
2141,2298,SO,DN,1161,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,180,278,1098.1,3.95,0.02,"Aurobindo Unit III, India",No,3526.69,1.76,-223.5
8111,8317,SO,DN,429,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,30205,325609.9,10.78,0.36,Mylan (formerly Matrix) Nashik,No,3526.69,402.78,322.0
3097,3303,SCMS,ASN,512,Direct Drop,EXW,Air,HIV+,other,other,20,311,9952.0,32.0,1.09875,other,Yes,1979.1,12.31,89.0
5195,5401,SCMS,ASN,333,Direct Drop,EXW,Air,HIV+,other,other,100,51,4080.0,53.775000000000006,0.8,other,No,3526.69,4.8,141.0
751,752,SCMS,ASN,1406,Direct Drop,DDP,Air,Pediatric,other,Generic,30,144,440.64,3.06,0.1,"Aurobindo Unit III, India",No,3526.69,0.86,-178.0
3216,3422,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,6715,127912.01,19.05,0.64,"Cipla, Goa, India",No,0.0,250.71,90.0
146,146,SCMS,ASN,1046,Direct Drop,CIP,Air,Pediatric,other,other,60,1577,14981.5,9.5,0.16,other,Yes,0.0,23.97,-223.5
222,222,SCMS,ASN,535,Direct Drop,CIP,Air,HIV+,other,other,1,5000,12706.65,2.54,1.09875,other,Yes,0.0,24.91,-118.0
4088,4294,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,Generic,180,7,36.18,5.17,0.02,"Aurobindo Unit III, India",No,0.0,0.04,154.0
3491,3697,SCMS,ASN,429,Direct Drop,EXW,Air,HIV+,other,other,100,6000,407198.31250000006,53.775000000000006,0.78,other,Yes,17636.265,619.2275,178.0
4479,4685,SCMS,ASN,111,Direct Drop,EXW,Air,HIV+,other,other,100,1,80.0,53.775000000000006,0.8,other,Yes,8664.89,0.17,93.0
7993,8199,SO,DN,754,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,12.11,0.4,Mylan (formerly Matrix) Nashik,Yes,17636.265,619.2275,209.0
9817,10023,SO,DN,754,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,4466,11522.28,2.58,0.04,"Strides, Bangalore, India.",No,3526.69,19.01,57.0
4239,4445,SCMS,ASN,1046,Direct Drop,EXW,Air,HIV+,other,other,100,2104,168320.0,53.775000000000006,0.8,other,Yes,16661.34,208.21,133.0
3017,3223,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,30912,200928.0,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,11448.01,393.82,141.0
2659,2865,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,100,1859,165451.0,53.775000000000006,0.89,other,Yes,0.0,231.96,144.0
168,168,SCMS,ASN,608,Direct Drop,EXW,Air,HIV+,other,other,20,9000,288000.0,32.0,1.09875,other,Yes,17636.265,460.8,-223.5
820,821,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,14364,37346.4,2.6,0.04,Mylan (formerly Matrix) Nashik,No,3526.69,59.75,-223.5
2232,2389,SO,DN,111,From RDC,N/A - From RDC,Truck,HIV+,SCMS from RDC,Generic,100,1000,10.0,0.01,0.0,other,No,3526.69,0.02,-223.5
9617,9823,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,9.6,0.32,Hetero Unit III Hyderabad IN,Yes,17636.265,619.2275,250.0
8439,8645,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,147121.48,2.42,0.04,Mylan (formerly Matrix) Nashik,Yes,7423.38,206.26,111.0
4050,4256,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,Generic,30,41900,407198.31250000006,6.91,0.23,"Aurobindo Unit III, India",Yes,5953.37,619.2275,189.0
1630,1692,SO,DN,207,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,30,535,9095.0,17.0,0.57,other,Yes,755.5,14.55,-223.5
834,835,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,other,30,200,572.0,2.86,0.1,other,No,0.0,0.92,-223.5
557,557,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,other,60,200,1146.0,5.73,0.1,other,No,0.0,1.83,-223.5
4597,4803,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,100,115,920.0,8.0,0.08,other,No,3526.69,0.95,210.0
4104,4310,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,88,4713.55,53.56,0.89,"Aurobindo Unit III, India",No,0.0,4.85,347.0
954,955,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,180,34,1547.68,45.52,0.08,other,No,3526.69,2.48,-223.5
7114,7320,SO,DN,98,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,180,2332.8,12.96,0.22,Mylan (formerly Matrix) Nashik,Yes,1501.4,2.89,78.0
5263,5469,SCMS,ASN,75,Direct Drop,EXW,Air,Adult,other,Generic,60,38707,314687.91,8.13,0.14,"Aurobindo Unit III, India",Yes,17636.265,389.27,60.0
1220,1241,SO,DN,1161,From RDC,N/A - From RDC,Air,HIV+,SCMS from RDC,other,20,500,13500.0,27.0,1.09875,other,Yes,1352.0,21.6,-223.5
5320,5526,SCMS,ASN,70,Direct Drop,EXW,Air,HIV+,other,other,1,1600,39200.0,24.5,1.09875,other,Yes,8542.94,54.96,45.0
5365,5571,SCMS,ASN,1161,Direct Drop,EXW,Air,Adult,other,Generic,30,10717,192906.0,18.0,0.6,other,Yes,11732.9,198.31,295.0
5758,5964,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,100,337,2696.0,8.0,0.08,other,No,3526.69,3.78,150.0
6639,6845,SO,DN,535,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,60,7372,14006.8,1.9,0.03,"Cipla, Goa, India",Yes,9405.81,19.64,303.0
5388,5594,SCMS,ASN,333,Direct Drop,EXW,Air,HIV+,other,other,20,73,2336.0,32.0,1.09875,other,No,3526.69,2.4,101.0
6109,6315,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,100,3036,270204.0,53.775000000000006,0.89,other,Yes,17636.265,334.24,160.0
4812,5018,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,other,180,20,310.55,15.53,0.06,other,No,0.0,0.67,12.0
8669,8875,SO,DN,535,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,60,2741,5454.59,1.99,0.03,other,No,3526.69,6.42,277.0
7949,8155,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,119252.56,2.44,0.04,"Aurobindo Unit III, India",Yes,17636.265,167.19,144.0
165,165,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,other,60,100,573.0,5.73,0.1,other,No,0.0,0.92,-223.5
8336,8542,SO,DN,535,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,30,4250,9520.0,2.24,0.07,"Aurobindo Unit III, India",No,3526.69,20.53,243.0
2810,3016,SCMS,ASN,639,Direct Drop,FCA,Air,Adult,other,other,120,646,12480.72,19.32,0.16,other,Yes,737.11,15.44,156.0
9430,9636,SO,DN,535,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,60,39850,165377.5,4.15,0.07,Mylan (formerly Matrix) Nashik,No,3526.69,231.86,303.0
8294,8500,SO,DN,1046,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,180,2449,3306.15,1.35,0.01,"Aurobindo Unit III, India",No,3526.69,7.13,156.0
6126,6332,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,100,2744,244216.0,53.775000000000006,0.89,other,Yes,17636.265,342.39,139.0
970,971,SCMS,ASN,70,Direct Drop,DDP,Truck,HIV+,other,other,100,5,3500.0,53.775000000000006,1.09875,other,Yes,0.0,6.86,-201.0
7659,7865,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,other,120,41900,407198.31250000006,18.9,0.16,other,Yes,5982.43,619.2275,195.0
6403,6609,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,3060,35955.0,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,0.0,77.52,145.0
1980,2107,SO,DN,608,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,30,3318,56406.0,17.0,0.57,other,No,3526.69,90.25,-223.5
6778,6984,SO,DN,535,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,60,10602,38167.2,3.6,0.06,Mylan (formerly Matrix) Nashik,Yes,4083.5,39.24,219.0
3801,4007,SCMS,ASN,639,Direct Drop,EXW,Air,Adult,other,Generic,60,90,126.0,1.4,0.02,"Aurobindo Unit III, India",Yes,941.74,0.18,94.0
6892,7098,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,12000,32760.0,2.73,0.05,"Strides, Bangalore, India.",Yes,5121.68,70.63,124.0
1942,2069,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,2770,28392.5,10.25,0.17,"Aurobindo Unit III, India",No,3526.69,14.69,-223.5
9302,9508,SO,DN,650,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,4.22,0.14,Mylan (formerly Matrix) Nashik,Yes,17636.265,619.2275,125.0
5458,5664,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,12084,84588.0,7.0,0.23,Mylan (formerly Matrix) Nashik,No,3526.69,182.37,102.0
9757,9963,SO,DN,30,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,879,2267.82,2.58,0.04,"Aurobindo Unit III, India",No,3526.69,3.74,26.0
4157,4363,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,14055,31623.75,2.25,0.04,"Aurobindo Unit III, India",Yes,2220.86,44.34,100.0
9356,9562,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,20000,282000.0,14.1,0.47,Mylan (formerly Matrix) Nashik,Yes,17090.0,395.36,178.0
7839,8045,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,36139,308988.45,8.55,0.14,"Aurobindo Unit III, India",Yes,17636.265,619.2275,240.0
9357,9563,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Pediatric,SCMS from RDC,Generic,90,2067,17858.88,8.64,0.1,"Aurobindo Unit III, India",Yes,17090.0,25.04,94.0
1793,1892,SO,DN,650,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,41900,372372.0,6.2,0.1,"Aurobindo Unit III, India",No,3526.69,595.8,-223.5
4230,4436,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,Generic,180,14,111.95,8.0,0.03,"Aurobindo Unit III, India",No,0.0,0.14,412.0
492,492,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,Generic,30,3414,49810.26,14.59,0.49,"Cipla, Goa, India",Yes,0.0,97.63,-119.0
1221,1242,SO,DN,237,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,209,1703.35,8.15,0.14,other,Yes,764.62,2.73,-223.5
7049,7255,SO,DN,754,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,258685.6,3.91,0.13,"Aurobindo Unit III, India",Yes,2175.07,362.68,112.0
4646,4852,SCMS,ASN,35,Direct Drop,EXW,Air,HIV+,other,other,100,240,19200.0,53.775000000000006,0.8,other,Yes,2274.64,26.92,267.0
278,278,SCMS,ASN,1161,Direct Drop,EXW,Air,Pediatric,other,Generic,180,416,1809.6,4.35,0.02,"Aurobindo Unit III, India",No,3526.69,21.17,-223.5
8942,9148,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,8.58,0.14,Hetero Unit III Hyderabad IN,No,3526.69,619.2275,202.0
2093,2220,SO,DN,207,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,27000,102600.0,3.8,0.06,Mylan (formerly Matrix) Nashik,No,3526.69,201.1,-103.0
6479,6685,SO,DN,237,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,100,1043,4964.68,4.76,0.05,"Aurobindo Unit III, India",Yes,4398.32,8.19,42.0
1805,1904,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,20797,63222.88,3.04,0.05,"Aurobindo Unit III, India",No,3526.69,101.16,-223.5
3770,3976,SCMS,ASN,688,Direct Drop,FCA,Air,Adult,other,other,180,60,4603.2,53.775000000000006,0.23,other,Yes,4256.38,9.92,442.0
1044,1045,SO,DN,535,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,6000,97500.0,16.25,0.54,"Aurobindo Unit III, India",Yes,1956.93,81.61,-223.5
2947,3153,SCMS,ASN,1046,Direct Drop,CIP,Air,Pediatric,other,other,60,415,2905.0,7.0,0.12,other,No,3526.69,6.26,51.0
9859,10065,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,2551,28622.22,11.22,0.19,"Aurobindo Unit III, India",No,3526.69,47.23,280.0
7518,7724,SO,DN,512,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,120,22920,407198.31250000006,26.7,0.22,Mylan (formerly Matrix) Nashik,Yes,7134.39,619.2275,182.0
3294,3500,SCMS,ASN,429,Direct Drop,EXW,Air,Adult,other,Generic,30,3000,60000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,3484.48,61.68,169.0
8048,8254,SO,DN,754,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,316631.0,7.0,0.12,Hetero Unit III Hyderabad IN,Yes,17636.265,391.67,106.0
7175,7381,SO,DN,164,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,1447,6800.9,4.7,0.16,other,Yes,6169.0,6.99,149.0
1058,1059,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,396240.4,7.4,0.12,"Cipla, Goa, India",Yes,17636.265,619.2275,-223.5
1199,1220,SO,DN,608,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,other,90,409,13251.6,32.4,0.36,other,Yes,348.09,78.23,-223.5
9492,9698,SO,DN,98,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,180,549,796.05,1.45,0.01,"Aurobindo Unit III, India",Yes,1530.81,0.98,308.0
5864,6070,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,11,198.34,18.03,0.3,"Aurobindo Unit III, India",No,0.0,0.2,154.0
9196,9402,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,11.22,0.19,"Aurobindo Unit III, India",Yes,6147.18,619.2275,188.0
1152,1153,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,30,6000,157500.0,26.25,0.88,other,Yes,10624.04,252.0,-223.5
2754,2960,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,25000,65000.0,2.6,0.04,Mylan (formerly Matrix) Nashik,Yes,12745.06,107.25,112.0
6728,6934,SO,DN,650,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,180,1222,2175.16,1.78,0.01,"Aurobindo Unit III, India",Yes,6380.09,2.24,126.0
220,220,SCMS,ASN,207,Direct Drop,EXW,Air,HIV+,other,other,1,3470,79810.0,23.0,1.09875,other,Yes,17636.265,156.43,-132.0
8136,8342,SO,DN,333,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,2725,5940.5,2.18,0.04,Hetero Unit III Hyderabad IN,No,3526.69,6.11,211.0
3938,4144,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,30,31,185.69,5.99,0.2,other,Yes,889.55,0.36,333.0
3954,4160,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,10,217.06,21.71,0.72,"Aurobindo Unit III, India",No,0.0,0.27,211.0
3602,3808,SCMS,ASN,754,Direct Drop,DDP,Air,Adult,other,other,120,95,8780.85,53.775000000000006,0.77,other,Yes,171.0,14.49,82.0
6611,6817,SO,DN,1046,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,120,503,13430.1,26.7,0.22,"Aurobindo Unit III, India",Yes,1783.64,18.83,298.0
5417,5623,SCMS,ASN,1046,Direct Drop,EXW,Air,HIV+,other,other,25,3700,75850.0,20.5,0.82,other,Yes,13222.33,77.97,109.0
1645,1707,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,154,238.7,1.55,0.03,"Aurobindo Unit III, India",No,3526.69,0.38,-223.5
8894,9100,SO,DN,237,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,25,33.0,1.32,0.02,"Aurobindo Unit III, India",Yes,931.34,0.05,55.0
482,482,SCMS,ASN,237,Direct Drop,EXW,Air,HIV+,other,other,100,351,25272.0,53.775000000000006,0.72,other,Yes,1097.78,49.53,-129.0
4655,4861,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,67,1321.12,19.72,0.33,"Aurobindo Unit III, India",No,0.0,1.63,412.0
1349,1370,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,30,12304,322980.0,26.25,0.88,other,Yes,17636.265,619.2275,-133.0
3238,3444,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,Generic,30,41900,251965.18,4.67,0.16,"Aurobindo Unit III, India",Yes,6105.79,543.24,78.0
9133,9339,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,2305,5624.2,2.44,0.04,"Aurobindo Unit III, India",Yes,1350.33,11.02,17.0
526,526,SCMS,ASN,1046,Direct Drop,EXW,Air,Adult,other,Generic,60,16683,65897.85,3.95,0.07,"Aurobindo Unit III, India",Yes,17636.265,171.04,-223.5
6255,6461,SCMS,ASN,608,Direct Drop,EXW,Air,HIV+,other,other,20,427,13664.0,32.0,1.09875,other,Yes,3165.69,19.16,78.0
4756,4962,SCMS,ASN,8,Direct Drop,EXW,Air,HIV+,other,other,20,2500,80000.0,32.0,1.09875,other,Yes,0.0,82.24,46.0
7862,8068,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,2111,4918.63,2.33,0.04,"Aurobindo Unit III, India",Yes,1697.33,10.6,197.0
5717,5923,SCMS,ASN,754,Direct Drop,EXW,Air,HIV+,other,other,100,3035,242800.0,53.775000000000006,0.8,other,Yes,17636.265,300.34,137.0
2731,2937,SCMS,ASN,237,Direct Drop,EXW,Air,Adult,other,Generic,30,3715,20766.85,5.59,0.19,Hetero Unit III Hyderabad IN,Yes,3248.6,24.44,173.0
9461,9667,SO,DN,535,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,60,14217,59000.55,4.15,0.07,Mylan (formerly Matrix) Nashik,No,3526.69,72.98,202.0
5097,5303,SCMS,ASN,639,Direct Drop,FCA,Air,Pediatric,other,Generic,60,90,925.2,10.28,0.17,other,Yes,693.54,1.81,69.0
2400,2579,SO,DN,535,From RDC,N/A - From RDC,Truck,HIV+,SCMS from RDC,other,25,4342,86840.0,20.0,0.8,other,No,3526.69,138.94,-223.5
4311,4517,SCMS,ASN,111,Direct Drop,CIP,Air,HIV+,other,other,48,32,2657.28,53.775000000000006,1.09875,other,Yes,836.14,3.73,26.0
1599,1661,SO,DN,1046,From RDC,N/A - From RDC,Air,HIV+,SCMS from RDC,Generic,100,595,5.95,0.01,0.0,other,No,3526.69,0.01,-223.5
4510,4716,SCMS,ASN,754,Direct Drop,FCA,Air,Adult,other,other,60,429,2938.65,6.85,0.11,other,Yes,1060.22,4.12,50.0
